source_path,silver_path,silver_slug,source_id,catalog_number,movement,silver_action,action,note
/Users/auradelagg/aura-lab/bach-propagation/backend/data/raw/bulk_xml/bach-chorales-371/kern/chor039.krn,/Users/auradelagg/aura-lab/bach-propagation/backend/data/silver/bach/chorales/bach_chorale_039.krn,bach_chorale_039.krn,bulk_chorales_371,,Chorale,KEEP_PRIMARY,RENAME,BWV requires manifest lookup
/Users/auradelagg/aura-lab/bach-propagation/backend/data/raw/bulk_xml/bach-chorales-371/kern/chor260.krn,/Users/auradelagg/aura-lab/bach-propagation/backend/data/silver/bach/chorales/bach_chorale_260.krn,bach_chorale_260.krn,bulk_chorales_371,,Chorale,KEEP_PRIMARY,RENAME,BWV requires manifest lookup
/Users/auradelagg/aura-lab/bach-propagation/backend/data/raw/bulk_xml/bach-chorales-371/kern/chor207.krn,/Users/auradelagg/aura-lab/bach-propagation/backend/data/silver/bach/chorales/bach_chorale_207.krn,bach_chorale_207.krn,bulk_chorales_371,,Chorale,KEEP_PRIMARY,RENAME,BWV requires manifest lookup
/Users/auradelagg/aura-lab/bach-propagation/backend/data/raw/bulk_xml/bach-chorales-371/kern/chor274.krn,/Users/auradelagg/aura-lab/bach-propagation/backend/data/silver/bach/chorales/bach_chorale_274.krn,bach_chorale_274.krn,bulk_chorales_371,,Chorale,KEEP_PRIMARY,RENAME,BWV requires manifest lookup
/Users/auradelagg/aura-lab/bach-propagation/backend/data/raw/bulk_xml/bach-chorales-371/kern/chor248.krn,/Users/auradelagg/aura-lab/bach-propagation/backend/data/silver/bach/chorales/bach_chorale_248.krn,bach_chorale_248.krn,bulk_chorales_371,,Chorale,KEEP_PRIMARY,RENAME,BWV requires manifest lookup
/Users/auradelagg/aura-lab/bach-propagation/backend/data/raw/bulk_xml/bach-chorales-371/kern/chor005.krn,/Users/auradelagg/aura-lab/bach-propagation/backend/data/silver/bach/chorales/bach_chorale_005.krn,bach_chorale_005.krn,bulk_chorales_371,,Chorale,KEEP_PRIMARY,RENAME,BWV requires manifest lookup
/Users/auradelagg/aura-lab/bach-propagation/backend/data/raw/bulk_xml/bach-chorales-371/kern/chor011.krn,/Users/auradelagg/aura-lab/bach-propagation/backend/data/silver/bach/chorales/bach_chorale_011.krn,bach_chorale_011.krn,bulk_chorales_371,,Chorale,KEEP_PRIMARY,RENAME,BWV requires manifest lookup
/Users/auradelagg/aura-lab/bach-propagation/backend/data/raw/bulk_xml/bach-chorales-371/kern/chor062.krn,/Users/auradelagg/aura-lab/bach-propagation/backend/data/silver/bach/chorales/bach_chorale_062.krn,bach_chorale_062.krn,bulk_chorales_371,,Chorale,KEEP_PRIMARY,RENAME,BWV requires manifest lookup
/Users/auradelagg/aura-lab/bach-propagation/backend/data/raw/bulk_xml/bach-chorales-371/kern/chor076.krn,/Users/auradelagg/aura-lab/bach-propagation/backend/data/silver/bach/chorales/bach_chorale_076.krn,bach_chorale_076.krn,bulk_chorales_371,,Chorale,KEEP_PRIMARY,RENAME,BWV requires manifest lookup
/Users/auradelagg/aura-lab/bach-propagation/backend/data/raw/bulk_xml/bach-chorales-371/kern/chor089.krn,/Users/auradelagg/aura-lab/bach-propagation/backend/data/silver/bach/chorales/bach_chorale_089.krn,bach_chorale_089.krn,bulk_chorales_371,,Chorale,KEEP_PRIMARY,RENAME,BWV requires manifest lookup
/Users/auradelagg/aura-lab/bach-propagation/backend/data/raw/bulk_xml/bach-chorales-371/kern/chor300.krn,/Users/auradelagg/aura-lab/bach-propagation/backend/data/silver/bach/chorales/bach_chorale_300.krn,bach_chorale_300.krn,bulk_chorales_371,,Chorale,KEEP_PRIMARY,RENAME,BWV requires manifest lookup
